540 210 213 491 827.419 106.814 "D1 213..210km smer Praha"
600 210 213 948 1611.94 105.86 "D1 213..210km smer Praha"
660 210 213 1045 1779.24 105.719 "D1 213..210km smer Praha"
720 210 213 589 990.42 107.046 "D1 213..210km smer Praha"
780 210 213 513 874.252 105.622 "D1 213..210km smer Praha"
840 210 213 573 959.591 107.483 "D1 213..210km smer Praha"
900 210 213 659 1102.21 107.62 "D1 213..210km smer Praha"
960 210 213 683 1147.79 107.111 "D1 213..210km smer Praha"
1020 210 213 801 1344.13 107.266 "D1 213..210km smer Praha"
1080 210 213 888 1515.03 105.503 "D1 213..210km smer Praha"
1140 210 213 689 1164.42 106.508 "D1 213..210km smer Praha"
1200 210 213 511 871.462 105.547 "D1 213..210km smer Praha"
