#od do pocet min kmh
Praha
190 194 5249 9941.74 126.714 "D1 190..194km smer Olomouc"
194 196 6896 6508.43 127.146 "D1 194..196km smer Olomouc"
196 201 7991 18871.5 127.033 "D1 196..201km smer Olomouc"
201 203 8443 7963.5 127.225 "D1 201..203km smer Olomouc"
203 210 8186 29445.9 116.761 "D1 203..210km smer Olomouc"
210 213 5872 9974.7 105.964 "D1 210..213km smer Olomouc"
213 216 5764 13957.7 74.3334 "D1 213..216km smer Olomouc -- provoz 1 pruhem"
216 226 3329 26624.3 75.0218 "D1 216..226km smer Olomouc -- provoz 1 pruhem"
226 230 3621 7436.88 116.855 "D1 226..230km smer Olomouc"
230 236 3841 10877.1 127.126 "D1 230..236km smer Olomouc"
236 244 3408 12871.8 127.087 "D1 236..244km smer Olomouc"
244 253 2977 12620.3 127.38 "D1 244..253km smer Olomouc"
253 258 3536 8394.91 126.362 "D1 253..258km smer Olomouc"
258 260 3183 3012.5 126.792 "D1 258..260km smer Olomouc"
260 265 2821 6669.29 126.895 "D1 260..265km smer Olomouc"
265 308 2302 46817.7 126.857 "D1 265..308km smer Olomouc"
308 311 2265 3213.04 126.889 "D1 308..311km smer Olomouc"
311 321 3306 15656 126.699 "D1 311..321km smer Olomouc"
321 330 3172 13555.7 126.358 "D1 321..330km smer Olomouc"
330 336 1907 5400.99 127.11 "D1 330..336km smer Olomouc"
336 342 1830 5189.74 126.943 "D1 336..342km smer Olomouc"
342 349 1741 5770.41 126.719 "D1 342..349km smer Olomouc"
349 354 1682 3991.16 126.429 "D1 349..354km smer Olomouc"
354 357 2881 4093.69 126.678 "D1 354..357km smer Olomouc"
357 361 4623 8804.17 126.022 "D1 357..361km smer Olomouc"
361 365 3692 6967.33 127.176 "D1 361..365km smer Olomouc"
365 370 2760 6502.94 127.327 "D1 365..370km smer Olomouc"
370 376 1870 5297.73 127.073 "D1 370..376km smer Olomouc"


