540 196 201 1354 3211.08 126.5 "D1 201..196km smer Praha"
600 196 201 1637 3903.24 125.818 "D1 201..196km smer Praha"
660 196 201 1756 4151.64 126.889 "D1 201..196km smer Praha"
720 196 201 1962 4651.24 126.547 "D1 201..196km smer Praha"
780 196 201 2033 4826.5 126.365 "D1 201..196km smer Praha"
840 196 201 2333 5545.81 126.203 "D1 201..196km smer Praha"
900 196 201 2248 5320.65 126.752 "D1 201..196km smer Praha"
960 196 201 2645 6239.42 127.175 "D1 201..196km smer Praha"
1020 196 201 4200 9978.96 126.266 "D1 201..196km smer Praha"
1080 196 201 2676 6304.13 127.345 "D1 201..196km smer Praha"
1140 196 201 1992 4704.49 127.028 "D1 201..196km smer Praha"
1200 196 201 1395 3316.5 126.187 "D1 201..196km smer Praha"
