#od do pocet min kmh
Praha
201 203 8684 8210.08 126.927 "D1 201..203km smer Olomouc"
203 210 8430 30438.2 116.321 "D1 203..210km smer Olomouc"
210 213 6138 10403.8 106.196 "D1 210..213km smer Olomouc"
213 216 6082 8620.89 126.989 "D1 213..216km smer Olomouc"
216 226 3640 17181.7 127.112 "D1 216..226km smer Olomouc"
226 230 3920 8101.53 116.126 "D1 226..230km smer Olomouc"
230 236 4128 11740.2 126.58 "D1 230..236km smer Olomouc"
236 244 3666 13828.8 127.248 "D1 236..244km smer Olomouc"
244 253 3224 13717.9 126.911 "D1 244..253km smer Olomouc"
253 258 3744 8845.12 126.985 "D1 253..258km smer Olomouc"
258 260 3408 3224.07 126.846 "D1 258..260km smer Olomouc"
260 265 3037 7189.36 126.729 "D1 260..265km smer Olomouc"
265 308 2451 49299.9 128.268 "D1 265..308km smer Olomouc"
308 311 2417 3447.36 126.201 "D1 308..311km smer Olomouc"
311 321 3472 16352.5 127.393 "D1 311..321km smer Olomouc"
321 330 3325 14066.4 127.645 "D1 321..330km smer Olomouc"
330 336 2088 5900.08 127.402 "D1 330..336km smer Olomouc"
336 342 2010 5671.52 127.585 "D1 336..342km smer Olomouc"
342 349 1909 6295.71 127.353 "D1 342..349km smer Olomouc"
349 354 1851 4382.93 126.696 "D1 349..354km smer Olomouc"
354 357 3008 4253.88 127.282 "D1 354..357km smer Olomouc"
357 361 4722 8916.56 127.098 "D1 357..361km smer Olomouc"
361 365 3783 7183.14 126.396 "D1 361..365km smer Olomouc"
365 370 2852 6753.52 126.689 "D1 365..370km smer Olomouc"
370 376 1915 5396.9 127.74 "D1 370..376km smer Olomouc"


