540 203 210 947 3417.5 116.383 "D1 210..203km smer Praha"
600 203 210 1426 5134.7 116.642 "D1 210..203km smer Praha"
660 203 210 1510 5471.61 115.907 "D1 210..203km smer Praha"
720 203 210 638 2301.91 116.408 "D1 210..203km smer Praha"
780 203 210 522 1867.12 117.422 "D1 210..203km smer Praha"
840 203 210 581 2115.21 115.365 "D1 210..203km smer Praha"
900 203 210 26 90.8398 120.212 "D1 210..203km smer Praha"
960 203 210 0 0 0 "D1 210..203km smer Praha"
1020 203 210 2083 104628 8.3616 "D1 210..203km smer Praha"
1080 203 210 889 3208.73 116.364 "D1 210..203km smer Praha"
1140 203 210 714 2578.93 116.281 "D1 210..203km smer Praha"
1200 203 210 521 1866.28 117.249 "D1 210..203km smer Praha"
