540 196 201 1340 3170.05 126.812 "D1 201..196km smer Praha"
600 196 201 1575 3725.56 126.827 "D1 201..196km smer Praha"
660 196 201 1704 4030.88 126.821 "D1 201..196km smer Praha"
720 196 201 1954 4631.04 126.581 "D1 201..196km smer Praha"
780 196 201 2070 4923.83 126.121 "D1 201..196km smer Praha"
840 196 201 2307 5450.65 126.976 "D1 201..196km smer Praha"
900 196 201 2640 6257.78 126.562 "D1 201..196km smer Praha"
960 196 201 3231 7632.12 127.003 "D1 201..196km smer Praha"
1020 196 201 3266 7756.56 126.319 "D1 201..196km smer Praha"
1080 196 201 2743 6499.68 126.606 "D1 201..196km smer Praha"
1140 196 201 2005 4715.36 127.562 "D1 201..196km smer Praha"
1200 196 201 1390 3297.99 126.441 "D1 201..196km smer Praha"
