0 6000
60 3000
120 3000
180 3000
240 4000
300 7000
360 15000
420 20000
480 22000
540 21000
600 19000
660 19000
720 18000
780 21000
840 24000
900 27000
960 33000
1020 33000
1080 25000
1140 18000
1200 12000
1260 6000
1320 9000
1380 8000

