540 203 210 947 3406.01 116.776 "D1 210..203km smer Praha"
600 203 210 1338 4839.6 116.117 "D1 210..203km smer Praha"
660 203 210 1444 5231.83 115.921 "D1 210..203km smer Praha"
720 203 210 643 2345.45 115.142 "D1 210..203km smer Praha"
780 203 210 506 1836.49 115.721 "D1 210..203km smer Praha"
840 203 210 539 1960.93 115.445 "D1 210..203km smer Praha"
900 203 210 667 2404.46 116.509 "D1 210..203km smer Praha"
960 203 210 678 2443.31 116.547 "D1 210..203km smer Praha"
1020 203 210 853 3087.45 116.038 "D1 210..203km smer Praha"
1080 203 210 895 3262.68 115.212 "D1 210..203km smer Praha"
1140 203 210 663 2383.87 116.81 "D1 210..203km smer Praha"
1200 203 210 525 1886.07 116.91 "D1 210..203km smer Praha"
